Title,Price,CurrencyIso,Url,Refurbished,Model,MPN,Brand,UpdateTime,Category,Source,Grade
"Acer Aspire 1 A115-32 | N4500 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-1-a115-32-n4500/,True,,,Acer,2025-06-08T05:07:26.866543,Laptops,50,
"Acer Aspire 1 NC-A114-61-S0G8 | Snapdragon 7c | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-1-nc-a114-61-s0g8-14/,True,,,Acer,2025-06-08T05:07:26.866548,Laptops,50,
"Acer Aspire 3 A314-22 | Ryzen 3 3250U | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a314-22-3250u/,True,,,Acer,2025-06-08T05:07:26.866554,Laptops,50,
"Acer Aspire 3 A314-32 | N4000 | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a314-32-n4000/,True,,,Acer,2025-06-08T05:07:26.866559,Laptops,50,
"Acer Aspire 3 A315-21 | AMD A9-9420e | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-21-a9-9420e/,True,,,Acer,2025-06-08T05:07:26.866564,Laptops,50,
"Acer Aspire 3 A315-21 | AMD A9-9425 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-21-a9-9425/,True,,,Acer,2025-06-08T05:07:26.866569,Laptops,50,
"Acer Aspire 3 A315-23 | Ryzen 3 3250U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-23-3250u/,True,,,Acer,2025-06-08T05:07:26.866575,Laptops,50,
"Acer Aspire 3 A315-24P | Ryzen 5 7520U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-24p-7520u/,True,,,Acer,2025-06-08T05:07:26.866581,Laptops,50,
"Acer Aspire 3 A315-29 | i5-1235U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-29-i5-1235u/,True,,,Acer,2025-06-08T05:07:26.866587,Laptops,50,
"Acer Aspire 3 A315-35 | N5100 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-35-n5100/,True,,,Acer,2025-06-08T05:07:26.866592,Laptops,50,
"Acer Aspire 3 A315-35-P45C | N6000 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-35-p45c/,True,,,Acer,2025-06-08T05:07:26.866597,Laptops,50,
"Acer Aspire 3 A315-510P | N100 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-510p-n100/,True,,,Acer,2025-06-08T05:07:26.866603,Laptops,50,
"Acer Aspire 3 A315-54 | i5-8265U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-54-8265u/,True,,,Acer,2025-06-08T05:07:26.866608,Laptops,50,
"Acer Aspire 3 A315-55G | i5-10210U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-55g-10210u/,True,,,Acer,2025-06-08T05:07:26.866613,Laptops,50,
"Acer Aspire 3 A315-58 | i5-1135G7 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-58-1135g7/,True,,,Acer,2025-06-08T05:07:26.866618,Laptops,50,
"Acer Aspire 3 A315-58 | i7-1165G7 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-58-1165g7/,True,,,Acer,2025-06-08T05:07:26.866624,Laptops,50,
"Acer Aspire 3 A315-58 | i3-1115G4 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-58-i3-1115g4/,True,,,Acer,2025-06-08T05:07:26.866630,Laptops,50,
"Acer Aspire 3 A315-59 | i5-1235U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a315-59-1235u-15-6/,True,,,Acer,2025-06-08T05:07:26.866635,Laptops,50,
"Acer Aspire 3 A317-33-P5FF | N6000 | 17.3""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a317-33-p5ff/,True,,,Acer,2025-06-08T05:07:26.866640,Laptops,50,
"Acer Aspire 3 A317-52 | i5-1035G1 | 17.3""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a317-52-1035g1/,True,,,Acer,2025-06-08T05:07:26.866646,Laptops,50,
"Acer Aspire 3 A317-54 | i5-1235U | 17.3""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a317-54-1235u-17-3/,True,,,Acer,2025-06-08T05:07:26.866651,Laptops,50,
"Acer Aspire 3 | A4-9120e | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-3-a4-9120e-14/,True,,,Acer,2025-06-08T05:07:26.866656,Laptops,50,
"Acer Aspire 5 A514-54 | i3-1115G4 | 14""",675.99,EUR,https://www.refurbed.de/p/acer-aspire-5-a514-54-i3-1115g4/,True,8 GB | 256 GB SSD | silber | Win 11 Pro | ND | Grade B (291435),LAP-ACERASPIRE-MX-A003,Acer,2025-06-08T05:07:26.866662,Laptops,50,B
"Acer Aspire 5 A514-54 | i5-1135G7 | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a514-54-i5-1135g7/,True,,,Acer,2025-06-08T05:07:26.866669,Laptops,50,
"Acer Aspire 5 A514-55 | i7-1255U | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a514-55-1255u-14/,True,,,Acer,2025-06-08T05:07:26.866675,Laptops,50,
"Acer Aspire 5 A514-55 | i5-1235U | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a514-55-i5-1235u/,True,,,Acer,2025-06-08T05:07:26.866680,Laptops,50,
"Acer Aspire 5 A515-57 | i7-1255U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a514-57-i7-1255u/,True,,,Acer,2025-06-08T05:07:26.866685,Laptops,50,
"Acer Aspire 5 A515-57G | i7-1260P | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a514-57g-7-1260p/,True,,,Acer,2025-06-08T05:07:26.866690,Laptops,50,
"Acer Aspire 5 A515 | i3-1005G1 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a515-1005g1/,True,,,Acer,2025-06-08T05:07:26.866696,Laptops,50,
"Acer Aspire 5 A515 | i7-1065G7 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a515-1065g7/,True,,,Acer,2025-06-08T05:07:26.866701,Laptops,50,
"Acer Aspire 5 A515-44 | Ryzen 5 4500U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a515-44-r5-4500u/,True,,,Acer,2025-06-08T05:07:26.866706,Laptops,50,
"Acer Aspire 5 A515-44 | Ryzen 7 4700U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a515-44-r7-4700u/,True,,,Acer,2025-06-08T05:07:26.866711,Laptops,50,
"Acer Aspire 5 A515-45G | Ryzen 5 5500U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a515-45g-r5-5500u/,True,,,Acer,2025-06-08T05:07:26.866717,Laptops,50,
"Acer Aspire 5 A515-45G | Ryzen 7 5700U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a515-45g-r7-5700u/,True,,,Acer,2025-06-08T05:07:26.866722,Laptops,50,
"Acer Aspire 5 A515-45R | Ryzen 7 5700U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a515-45r-r7-5700u/,True,,,Acer,2025-06-08T05:07:26.866727,Laptops,50,
"Acer Aspire 5 A515-47 | Ryzen 7 5825U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a515-45r-r7-5825u/,True,,,Acer,2025-06-08T05:07:26.866732,Laptops,50,
"Acer Aspire 5 A515-48M | Ryzen 5 7530U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a515-48m-r5-7530u/,True,,,Acer,2025-06-08T05:07:26.866738,Laptops,50,
"Acer Aspire 5 A515-56 | i5-1135G7 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a515-56-1135g7-15/,True,,,Acer,2025-06-08T05:07:26.866763,Laptops,50,
"Acer Aspire 5 A515-56 | i7-1165G7 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a515-56-1165g7-15/,True,,,Acer,2025-06-08T05:07:26.866769,Laptops,50,
"Acer Aspire 5 A515-57G-56BL | i5-1235U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a515-57g-i5-1235u/,True,,,Acer,2025-06-08T05:07:26.866775,Laptops,50,
"Acer Aspire 5 A515-58M | i5-1335U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a515-58m-i5-1335u/,True,,,Acer,2025-06-08T05:07:26.866780,Laptops,50,
"Acer Aspire 5 A515 | Ryzen 5 5500U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a515-r5-5500u/,True,,,Acer,2025-06-08T05:07:26.866786,Laptops,50,
"Acer Aspire 5 A517-52G | i5-1135G7 | 17.3""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a517-52g-i5-1135g7/,True,,,Acer,2025-06-08T05:07:26.866791,Laptops,50,
"Acer Aspire 5 A517-52G | i7-1165G7 | 17.3""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a517-52g1165g7-17/,True,,,Acer,2025-06-08T05:07:26.866797,Laptops,50,
"Acer Aspire 5 A517-53 | i5-1235U | 17.3""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a517-53-i5-1235u/,True,,,Acer,2025-06-08T05:07:26.866802,Laptops,50,
"Acer Aspire 5 A517-53 | i5-12450H | 17.3""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a517-53-i5-12450h/,True,,,Acer,2025-06-08T05:07:26.866808,Laptops,50,
"Acer Aspire 5 A517-53G | i5-1240P | 17.3""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a517-53g-1240p-17/,True,,,Acer,2025-06-08T05:07:26.866813,Laptops,50,
"Acer Aspire 5 A517-53G | i7-1255U | 17.3""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a517-53g-i7-1255u/,True,,,Acer,2025-06-08T05:07:26.866818,Laptops,50,
"Acer Aspire 5 A517-58M | i3-1315U | 17.3""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-a517-58m-i3-1315u/,True,,,Acer,2025-06-08T05:07:26.866824,Laptops,50,
"Acer Aspire 5 | i5-10210U | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-i5-10210u/,True,,,Acer,2025-06-08T05:07:26.866829,Laptops,50,
"Acer Aspire 5 | i5-8265U | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5-i5-8265u/,True,,,Acer,2025-06-08T05:07:26.866834,Laptops,50,
"Acer Aspire 5 A515-55 | i5-1035G1 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-5a515-55-i5-1035g1/,True,,,Acer,2025-06-08T05:07:26.866839,Laptops,50,
"Acer Aspire 7 A715-42G | Ryzen 7 5700U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-7-a715-42g-r7-5700u/,True,,,Acer,2025-06-08T05:07:26.866844,Laptops,50,
"Acer Aspire 7 A715-43G | Ryzen 5 5625U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-7-a715-43g-r5-5625u/,True,,,Acer,2025-06-08T05:07:26.866849,Laptops,50,
"Acer Aspire 7 A715-51G | i7-1260P | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-7-a715-51g-1260p/,True,,,Acer,2025-06-08T05:07:26.866855,Laptops,50,
"Acer Aspire 7 A715-51G | i5-1240P | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-7-a715-51g-i5-1240p/,True,,,Acer,2025-06-08T05:07:26.866860,Laptops,50,
"Acer Aspire C22-820 | Pentium Silver J5005 | 21.5""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-c22-820-j5005/,True,,,Acer,2025-06-08T05:07:26.866865,Laptops,50,
"Acer Aspire E1-572 | i5-4200U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-e1-572-4200u-12/,True,,,Acer,2025-06-08T05:07:26.866871,Laptops,50,
"Acer Aspire E15 E5-574G | i7-6500U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-e15-e5-574g-6500u/,True,,,Acer,2025-06-08T05:07:26.866876,Laptops,50,
"Acer Aspire E15 E5-575G | i5-7200U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-e15-e5-575g-7200u/,True,,,Acer,2025-06-08T05:07:26.866882,Laptops,50,
"Acer Aspire E15 E5-576 | I3-6006U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-e15-e5576-i3-6006u/,True,,,Acer,2025-06-08T05:07:26.866887,Laptops,50,
"Acer Aspire E15 E5-576G | i5-8250U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-e5-576g-i5-8250u/,True,,,Acer,2025-06-08T05:07:26.866893,Laptops,50,
"Acer Aspire ES 15 | A8-7410 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-es-15-a8-7410/,True,,,Acer,2025-06-08T05:07:26.866898,Laptops,50,
"Acer Aspire ES 15 | E1-7010 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-es-15-e1-7010/,True,,,Acer,2025-06-08T05:07:26.866903,Laptops,50,
"Acer Aspire ES1 | A8-7410 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-es1-a8-7410-15-6/,True,,,Acer,2025-06-08T05:07:26.866908,Laptops,50,
"Acer Aspire ES1 | N3700 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-es1-n3700-15-6/,True,,,Acer,2025-06-08T05:07:26.866914,Laptops,50,
"Acer Aspire F15 F5-573G | i5-7200U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-f15-f5-573g-7200u-15/,True,,,Acer,2025-06-08T05:07:26.866919,Laptops,50,
Acer Aspire TC-886,0.0,EUR,https://www.refurbed.de/p/acer-aspire-tc-886/,True,,,Acer,2025-06-08T05:07:26.866925,Desktop PCs,50,
Acer Aspire TC-895,0.0,EUR,https://www.refurbed.de/p/acer-aspire-tc-895/,True,,,Acer,2025-06-08T05:07:26.866930,Desktop PCs,50,
"Acer Aspire V15 Nitro | i7-13620H | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-v15-nitro-13620h/,True,,,Acer,2025-06-08T05:07:26.866935,Laptops,50,
"Acer Aspire V15 Nitro | i5-6200U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-v15-nitro-6200u-15-6/,True,,,Acer,2025-06-08T05:07:26.866940,Laptops,50,
"Acer Aspire V17 Nitro | i7-6700HQ | 17.3""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-v17-nitro-6700hq-17/,True,,,Acer,2025-06-08T05:07:26.866946,Laptops,50,
"Acer Aspire V5-591G | i5-6300HQ | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-v5-591g-6300hq-15-6/,True,,,Acer,2025-06-08T05:07:26.866965,Laptops,50,
"Acer Aspire Vero AV14-51 | i5-1235U | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-vero-av14-51-1235u/,True,,,Acer,2025-06-08T05:07:26.866971,Laptops,50,
"Acer Aspire Vero AV14-52P | i5-1335U | 14""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-vero-av14-52p-1335u/,True,,,Acer,2025-06-08T05:07:26.866977,Laptops,50,
"Acer Aspire Vero AV15-51 | i5-1155G7 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-vero-av15-51-1155g7/,True,,,Acer,2025-06-08T05:07:26.866982,Laptops,50,
"Acer Aspire Vero AV15-51 | i7-1195G7 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-vero-av15-51-1195g7/,True,,,Acer,2025-06-08T05:07:26.866987,Laptops,50,
"Acer Aspire Vero AV15-52 | i5-1235U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-vero-av15-52-1235u/,True,,,Acer,2025-06-08T05:07:26.866993,Laptops,50,
"Acer Aspire Vero AV15-53P | i5-1335U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-aspire-vero-av15-53p-1335u/,True,,,Acer,2025-06-08T05:07:26.866999,Laptops,50,
Acer Aspire XC-605,0.0,EUR,https://www.refurbed.de/p/acer-aspire-xc-605/,True,,,Acer,2025-06-08T05:07:26.867005,Desktop PCs,50,
"Acer B223W | 22""",45.0,EUR,https://www.refurbed.de/p/acer-b223w-22/,True,schwarz | Grade B (20594),33299086-A,Acer,2025-06-08T05:07:26.867010,Monitors,50,B
"Acer B223WL | 22""",45.0,EUR,https://www.refurbed.de/p/acer-b223wl/,True,schwarz | Grade B (49218),33299086-AAA,Acer,2025-06-08T05:07:26.867017,Monitors,50,B
"Acer B243HL | 24""",0.0,EUR,https://www.refurbed.de/p/acer-b243hl-24/,True,,,Acer,2025-06-08T05:07:26.867022,Monitors,50,
"Acer B246HL | 24""",61.95,EUR,https://www.refurbed.de/p/acer-b246hl-24/,True,inkl. Standfuß | schwarz | Grade C (116819),AT-29.871-B,Acer,2025-06-08T05:07:26.867028,Monitors,50,C
"Acer B246HYL | 23.8""",0.0,EUR,https://www.refurbed.de/p/acer-b246hyl-23-8/,True,,,Acer,2025-06-08T05:07:26.867034,Monitors,50,
"Acer B246WL | 24""",0.0,EUR,https://www.refurbed.de/p/acer-b246wl-24/,True,,,Acer,2025-06-08T05:07:26.867040,Monitors,50,
"Acer B246WLymdprx | 24""",93.45,EUR,https://www.refurbed.de/p/acer-b246wlymdprx-24/,True,schwarz | Grade C (40607),AT-28.211-B,Acer,2025-06-08T05:07:26.867046,Monitors,50,C
"Acer Business Vero B7 B247Wbmiprzx | 24""",0.0,EUR,https://www.refurbed.de/p/acer-b247wbmiprzx/,True,,,Acer,2025-06-08T05:07:26.867051,Monitors,50,
"Acer Business B7 B247Ybmiprzx | 23.8""",0.0,EUR,https://www.refurbed.de/p/acer-b247ybmiprzx/,True,,,Acer,2025-06-08T05:07:26.867071,Monitors,50,
"Acer B273H | 27""",0.0,EUR,https://www.refurbed.de/p/acer-b273h-27/,True,,,Acer,2025-06-08T05:07:26.867077,Monitors,50,
"Acer B276HL | 27""",103.95,EUR,https://www.refurbed.de/p/acer-b276hl-27/,True,schwarz | Grade C (77081),DE-29.000-B,Acer,2025-06-08T05:07:26.867082,Monitors,50,C
"ASUS BE24EQSK | 23.8""",0.0,EUR,https://www.refurbed.de/p/acer-be24eqsk-23/,True,,,ASUS,2025-06-08T05:07:26.867088,Monitors,50,
"Acer BE270U | 27""",0.0,EUR,https://www.refurbed.de/p/acer-be270u/,True,,,Acer,2025-06-08T05:07:26.867093,Monitors,50,
"Acer Business B3 B243HLLOymdr | 24""",0.0,EUR,https://www.refurbed.de/p/acer-business-b3-b243hlloymdr/,True,,,Acer,2025-06-08T05:07:26.867098,Monitors,50,
"Acer Business B6 B226WLwmdpr | 22""",0.0,EUR,https://www.refurbed.de/p/acer-business-b6-b226wlwmdpr/,True,,,Acer,2025-06-08T05:07:26.867103,Monitors,50,
"Acer Business B6 B226WLymdr | 22""",48.0,EUR,https://www.refurbed.de/p/acer-business-b6-b226wlymdr/,True,schwarz | Grade B (39134),33299023-B,Acer,2025-06-08T05:07:26.867109,Monitors,50,B
"Acer Business B6 B246HLymdr | 24""",61.95,EUR,https://www.refurbed.de/p/acer-business-b6-b246hlymdr/,True,schwarz | Grade C (101124),DE-29.871-B,Acer,2025-06-08T05:07:26.867116,Monitors,50,C
"Acer Business B6 B246HYLBwmipr | 23.8""",89.0,EUR,https://www.refurbed.de/p/acer-business-b6-b246hylbwmipr/,True,schwarz | Grade C (309693),202501154185.G,Acer,2025-06-08T05:07:26.867122,Monitors,50,C
"Acer Business B6 B276HUL | 27""",184.0,EUR,https://www.refurbed.de/p/acer-business-b6-b276hul-27/,True,schwarz | Grade B (54717),3830085287501,Acer,2025-06-08T05:07:26.867129,Monitors,50,B
"Acer Business Vero B7 B247YD | 23.8""",0.0,EUR,https://www.refurbed.de/p/acer-business-vero-b7-b247yd/,True,,,Acer,2025-06-08T05:07:26.867135,Monitors,50,
"Acer Business Vero B7 B277U | 27""",0.0,EUR,https://www.refurbed.de/p/acer-business-vero-b7-b277u/,True,,,Acer,2025-06-08T05:07:26.867140,Monitors,50,
"Acer Chromebook 14 CB3-431 | N3060 | 14""",0.0,EUR,https://www.refurbed.de/p/acer-cb-14-cb3-431-n3060-14/,True,,,Acer,2025-06-08T05:07:26.867146,Laptops,50,
"Acer Chromebook 14 CB3-431 | N3160 | 14""",0.0,EUR,https://www.refurbed.de/p/acer-cb-14-cb3-431-n3160-14/,True,,,Acer,2025-06-08T05:07:26.867151,Laptops,50,
"Acer Chromebook 15 | N3160 | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-cb-15-n3160-15-6/,True,,,Acer,2025-06-08T05:07:26.867156,Laptops,50,
"Acer Chromebook 514 CB514-1HT | N3350 | 14""",0.0,EUR,https://www.refurbed.de/p/acer-cb-514-cb514-1ht-n3350-14/,True,,,Acer,2025-06-08T05:07:26.867161,Laptops,50,
"Acer Chromebook 514 CB514-1HT | Pentium N4200 | 14""",0.0,EUR,https://www.refurbed.de/p/acer-cb-514-cb514-1ht-n4200-14/,True,,,Acer,2025-06-08T05:07:26.867166,Laptops,50,
"Acer Chromebook 514 CB514-1W | i3-1115G4 | 14""",0.0,EUR,https://www.refurbed.de/p/acer-cb-514-cb514-1w-1115g4-14/,True,,,Acer,2025-06-08T05:07:26.867172,Laptops,50,
"Acer Chromebook 514 CB514-1W | i5-1135G7 | 14""",0.0,EUR,https://www.refurbed.de/p/acer-cb-514-cb514-1w-1135g7-14/,True,,,Acer,2025-06-08T05:07:26.867177,Laptops,50,
"Acer Chromebook 514 CB514-2HT | MT8192 | 14""",0.0,EUR,https://www.refurbed.de/p/acer-cb-514-cb514-2ht-mt8192-14/,True,,,Acer,2025-06-08T05:07:26.867182,Laptops,50,
"Acer Chromebook 515 CB515-2HT-39N3 | i3-1215U | 15.6""",0.0,EUR,https://www.refurbed.de/p/acer-cb-515-cb515-2ht-39n3-i3/,True,,,Acer,2025-06-08T05:07:26.867188,Laptops,50,
"Acer Chromebook 516 GE CBG516-1H | i5-1240P | 16""",0.0,EUR,https://www.refurbed.de/p/acer-cb-516-ge-cbg516-1h-1240p/,True,,,Acer,2025-06-08T05:07:26.867193,Laptops,50,
"Acer Chromebook C738T-C27B | N3160 | 11.6""",173.99,EUR,https://www.refurbed.de/p/acer-cb-c738t-c27b-n3160-11-6/,True,4 GB | 16 GB eMMC | WXGA | schwarz | Chrome OS | ND | Grade B (50570),DE319067,Acer,2025-06-08T05:07:26.867199,Laptops,50,B
"Acer Chromebook Spin 13 | i3-8130U | 13.5""",0.0,EUR,https://www.refurbed.de/p/acer-cb-spin-13-i3-8130u/,True,,,Acer,2025-06-08T05:07:26.867206,Laptops,50,
"Acer Chromebook Spin 13 | i5-1135G7 | 13.5""",0.0,EUR,https://www.refurbed.de/p/acer-cb-spin-13-i5-1135g7/,True,,,Acer,2025-06-08T05:07:26.867211,Laptops,50,
"Acer Chromebook Spin 13 | i5-8250U | 13.5""",0.0,EUR,https://www.refurbed.de/p/acer-cb-spin-13-i5-8250u/,True,,,Acer,2025-06-08T05:07:26.867217,Laptops,50,
"Acer Chromebook Spin 13 | i5-8350U | 13.5""",0.0,EUR,https://www.refurbed.de/p/acer-cb-spin-13-i5-8350u/,True,,,Acer,2025-06-08T05:07:26.867222,Laptops,50,
"Acer Chromebook Spin 13 | i7-8650U | 13.5""",0.0,EUR,https://www.refurbed.de/p/acer-cb-spin-13-i7-8650u/,True,,,Acer,2025-06-08T05:07:26.867227,Laptops,50,
"Acer Chromebook Spin 13 | Pentium Gold 4415U | 13.5""",0.0,EUR,https://www.refurbed.de/p/acer-cb-spin-13-pent-gold-4415u/,True,,,Acer,2025-06-08T05:07:26.867232,Laptops,50,
"Acer Chromebook Spin 311 CP311-3H | MT8183 | 11.6""",0.0,EUR,https://www.refurbed.de/p/acer-cb-spin-311-cp311-3h-mt8183/,True,,,Acer,2025-06-08T05:07:26.867238,Laptops,50,
"Acer Chromebook Spin 314 CP314-1HN | N4500 | 14""",0.0,EUR,https://www.refurbed.de/p/acer-cb-spin-314-cp314-1hn-n4500/,True,,,Acer,2025-06-08T05:07:26.867244,Laptops,50,
"Acer Chromebook Spin 314 CP314-1HN | N5100 | 14""",0.0,EUR,https://www.refurbed.de/p/acer-cb-spin-314-cp314-1hn-n5100/,True,,,Acer,2025-06-08T05:07:26.867249,Laptops,50,
